lon,lat,x,y,x_boundary,gap_m
-118.313,-54.350,-9373397.784,-5766153.941,-14260576.615,4887178.831
-118.581,-54.819,-9358330.638,-5813507.649,-14205475.708,4847145.069
-119.685,-54.642,-9459339.874,-5795629.938,-14226353.990,4767014.116
-120.663,-54.410,-9554902.541,-5772178.319,-14253602.657,4698700.116
-121.228,-55.219,-9535230.479,-5853911.110,-14157962.568,4622732.089
-121.648,-55.986,-9506147.342,-5931021.158,-14066026.414,4559879.071
-121.864,-55.967,-9524519.864,-5929155.227,-14068270.493,4543750.629
-122.655,-55.873,-9594069.184,-5919728.644,-14079592.785,4485523.601
-123.442,-55.715,-9668673.791,-5903844.842,-14098615.401,4429941.610
-124.349,-55.503,-9757279.544,-5882523.502,-14124040.546,4366761.002
-125.174,-55.273,-9841137.807,-5859353.062,-14151528.194,4310390.387
-125.645,-55.227,-9882039.405,-5854693.687,-14157037.782,4274998.377
-126.247,-55.078,-9941746.105,-5839679.991,-14174750.175,4233004.071
-127.430,-54.813,-10057195.737,-5812941.969,-14206137.720,4148941.983
-127.786,-55.370,-10038286.256,-5869134.883,-14139941.902,4101655.646
-128.749,-55.161,-10131770.131,-5848028.454,-14164908.791,4033138.660
-129.659,-54.948,-10221563.240,-5826600.890,-14190127.672,3968564.432
-130.205,-54.831,-10274627.740,-5814798.987,-14203964.127,3929336.387
-131.247,-54.569,-10379356.492,-5788310.044,-14234876.110,3855519.618
-132.042,-54.366,-10459694.193,-5767770.021,-14258706.849,3799012.656
-133.423,-54.079,-10593984.082,-5738660.923,-14292266.961,3698282.879
-134.205,-53.887,-10672706.685,-5719190.704,-14314572.507,3641865.822
-134.514,-53.794,-10705366.318,-5709727.669,-14325371.873,3620005.555
-135.239,-54.605,-10691877.948,-5791933.093,-14230659.932,3538781.984
-136.157,-54.367,-10785616.295,-5767845.008,-14258620.072,3473003.777
-137.017,-54.097,-10877756.787,-5740486.215,-14290169.990,3412413.204
-137.499,-54.605,-10870538.339,-5791933.093,-14230659.932,3360121.594
-138.000,-55.283,-10848588.668,-5860369.685,-14150325.266,3301736.598
-138.398,-55.694,-10841982.198,-5901770.720,-14101094.252,3259112.053
-138.592,-56.013,-10827672.478,-5933752.691,-14062739.578,3235067.100
-139.191,-55.986,-10876998.044,-5931044.618,-14065998.192,3189000.148
-139.326,-56.493,-10839928.873,-5981885.354,-14004484.709,3164555.837
-139.806,-56.812,-10847106.043,-6013718.460,-13965607.104,3118501.061
-140.044,-57.114,-10836675.763,-6043876.652,-13928518.434,3091842.671
-141.211,-56.839,-10953446.524,-6016473.428,-13962229.390,3008782.866
-142.489,-56.529,-11082573.217,-5985470.123,-14000120.564,2917547.347
-143.064,-56.299,-11149547.958,-5962435.846,-14028101.196,2878553.239
-144.482,-55.910,-11297777.425,-5923463.925,-14075109.262,2777331.838
-144.857,-55.784,-11339322.028,-5910798.907,-14090295.706,2750973.678
-145.412,-56.228,-11339500.539,-5955301.740,-14036737.663,2697237.124
-145.979,-56.669,-11340210.180,-5999429.714,-13983092.311,2642882.131
-146.681,-57.308,-11330822.197,-6063178.394,-13904650.197,2573828.000
-147.167,-57.638,-11334956.692,-6096032.428,-13863788.788,2528832.096
-148.070,-57.440,-11424684.835,-6076346.000,-13888308.783,2463623.948
-148.703,-58.054,-11410486.795,-6137311.562,-13812030.423,2401543.628
-149.264,-58.822,-11373577.310,-6213256.790,-13715590.603,2342013.293
-149.809,-59.314,-11363231.408,-6261692.985,-13653262.845,2290031.436
-150.382,-59.718,-11363722.154,-6301296.219,-13601827.264,2238105.111
-151.329,-59.469,-11461910.555,-6276948.517,-13633499.858,2171589.302
-152.119,-60.158,-11447320.366,-6344347.122,-13545432.628,2098112.262
-152.943,-60.841,-11434361.010,-6410941.867,-13457202.891,2022841.881
-153.661,-61.399,-11425988.274,-6465135.181,-13384514.544,1958526.270
-154.181,-61.836,-11415656.430,-6507370.893,-13327311.131,1911654.700
-154.324,-61.776,-11432983.141,-6501588.610,-13335171.233,1902188.092
-155.187,-62.254,-11442728.782,-6547639.573,-13272319.840,1829591.058
-155.695,-62.139,-11493302.118,-6536569.548,-13287481.173,1794179.055
-156.551,-62.668,-11495737.122,-6587388.670,-13217604.900,1721867.779
-157.410,-63.112,-11507138.977,-6629935.309,-13158561.596,1651422.619
-158.394,-62.789,-11616982.013,-6598945.510,-13201615.985,1584633.972
-158.703,-63.004,-11614360.264,-6619608.084,-13172938.429,1558578.165
-159.888,-62.595,-11749288.411,-6580434.461,-13227208.508,1477920.097
-160.430,-62.923,-11750355.370,-6611850.705,-13183718.548,1433363.178
-161.338,-62.614,-11853585.977,-6582257.121,-13224692.731,1371106.754
-161.652,-62.470,-11893814.842,-6568397.972,-13243799.468,1349984.626
-163.014,-63.363,-11886565.759,-6653836.448,-13125176.348,1238610.589
-164.221,-62.964,-12023084.442,-6615744.382,-13178309.714,1155225.272
-164.821,-63.136,-12046140.071,-6632138.909,-13155490.128,1109350.057
-165.605,-62.996,-12120473.821,-6618821.864,-13174031.755,1053557.934
-166.057,-63.143,-12135567.760,-6632840.365,-13154512.132,1018944.372
-167.011,-63.644,-12143157.662,-6680608.995,-13087594.782,944437.120
-167.384,-63.510,-12186973.032,-6667853.419,-13105524.696,918551.664
-168.918,-64.145,-12218689.535,-6728176.695,-13020338.017,801648.482
-169.839,-64.764,-12206598.372,-6786597.677,-12936885.562,730287.190
-170.043,-64.858,-12209136.343,-6795524.054,-12924051.809,714915.466
-171.169,-64.307,-12360847.558,-6743466.156,-12998588.165,637740.607
-173.231,-65.090,-12407904.089,-6817242.284,-12892732.842,484828.753
-173.471,-65.018,-12434434.003,-6810524.243,-12902433.955,467999.952
-174.387,-65.385,-12451831.436,-6844953.124,-12852582.363,400750.927
-175.325,-65.632,-12485935.528,-6868085.196,-12818894.542,332959.014
-175.940,-65.241,-12581783.306,-6831479.929,-12872131.234,290347.928
-177.072,-65.607,-12613763.145,-6865724.464,-12822339.874,208576.729
-177.926,-65.862,-12640119.765,-6889570.496,-12787459.718,147339.953
-178.383,-65.937,-12662502.982,-6896522.989,-12777256.865,114753.883
-179.194,-65.730,-12748218.571,-6877215.696,-12805553.221,57334.650
-179.993,-65.458,-12842134.544,-6851795.648,-12842633.980,499.436
-179.996,-61.992,-13306444.738,-6522453.809,-13306765.463,320.726
-179.996,-58.776,-13721091.117,-6208699.676,-13721421.837,330.720
-179.997,-55.887,-14077611.299,-5921161.789,-14077873.012,261.713
-179.997,-53.732,-14332291.804,-5703417.128,-14332558.252,266.447
-179.997,-51.645,-14567336.868,-5490315.317,-14567607.523,270.655
-179.999,-49.704,-14773263.261,-5290308.806,-14773340.543,77.282
-179.515,-49.536,-14750629.184,-5272902.179,-14790510.256,39881.072
-178.909,-49.246,-14729991.358,-5242936.256,-14819804.590,89813.232
-178.553,-49.011,-14724073.681,-5218521.055,-14843434.911,119361.231
-178.512,-48.580,-14763130.151,-5173821.011,-14886173.486,123043.335
-178.874,-48.213,-14828793.558,-5135638.435,-14922174.754,93381.196
-178.742,-47.930,-14845227.834,-5106153.258,-14949677.144,104449.309
-178.421,-47.691,-14841338.638,-5081276.247,-14972690.404,131351.767
-178.289,-47.454,-14852881.178,-5056554.884,-14995395.393,142514.214
