sample_name,reference,northing,easting,location,suite,rock_name,rock_group,rock_origin,core,sio2,al2o3,fe2o3_tot,feo_tot,mno,mgo,cao,na2o,k2o,tio2,p2o5,so3,loi,sro,bao,nio,fe2o3,feo,cr2o3,ba_ppm,ce_ppm,co_ppm,cr_ppm,cu_ppm,ga_ppm,la_ppm,nb_ppm,nd_ppm,ni_ppm,pb_ppm,rb_ppm,sc_ppm,sr_ppm,th_ppm,u_ppm,v_ppm,y_ppm,zn_ppm,zr_ppm,Quartz_norm,Albite_norm,Anorthite_norm,Orthoclase_norm,Nepheline_norm,Leucite_norm,Kalsilite_norm,Corundum_norm,Diopside_norm,Enstatite_norm,Wollastonite_norm,Olivine_norm,Larnite_norm,Acmite_norm,K2SiO3_norm,Na2SiO3_norm,Rutile_norm,Ilmenite_norm,Magnetite_norm,Hematite_norm,Apatite_norm,Zircon_norm,Perovskite_norm,Chromite_norm,Sphene_norm,Pyrite_norm,Halite_norm,Fluorite_norm,Anhydrite_norm,Na2SO4_norm,Calcite_norm,Na2CO3_norm,Total_norm,quartz,orthoclase,plagioclase,perthite,biotite,hornblende,clinopyroxene,orthopyroxene,olivine,spinel,epidote,zircon,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,rock_type
FR-kw18,Robinson(2014),21 19'59.47'' N ,42 44'58.87'' E,saudi_arabia,kawr_suite,gabbro,igneous,plutonic,0,43.94,21.19,5.14,NaN,0.07,13.35,9.98,1.85,0.12,0.06,0.05,0.03,4.24,,,,NaN,NaN,,196,2,66,79,106,13,0,0,0,452,0,1.5,8,386,0.5,0,13,0,23,7,0,17.86656868,54.39572612,0.939220502,0.07076433,0,0,0,0.060883064,0,0,25.91084095,0,0,0,0,0,0.073144836,0.524363006,0,0.110378576,0.000940523,0,0.010185752,0,0,0,0,0,0.060552734,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,-19.9382878690434,-3.28092073692265,-8.81761011050018,1.56780101591556,-1.27665635112372,-0.906549695536934,-0.0648730961222115,picrobasalt
CC-043,Christodoulou(1990),,,macqarie_island,island_lake_gabbro,gabbro,igneous,plutonic,0,49.02,17.09,NaN,<undefined>,0.12,12.24,14.05,1.84,0.12,0.24,0.01,NaN,2.73,,,,1.04,4.35,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17.68976338,41.00383117,0.824625026,0,0,0,0,22.89879807,0.93380044,0,15.75596567,0,0,0,0,0,0.285658792,0.585101383,0,0.021553545,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
HF-035b,freeman_1995,462640,6414156,<undefined>,<undefined>,lamprophyre,igneous,plutonic,0,54.92,12.31,8.23,<undefined>,0.09,4.59,5.1,1.72,4.48,0.79,0.61,0.09,7.13,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.98689604,16.55862647,14.57572229,32.12944268,0,0,0,0,6.380257206,15.97456633,0,0,0,0,0,0,0,0.981326119,0.855505109,0,1.372140123,0,0,0,0,0,0,0,0,0.185101041,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-8.06538433113065,-1.79894822171393,2.66108718345539,-2.54794853094393,-1.54980198996303,-0.631982408876441,3.57489851895585,basaltic trachyandesite
HF-035,freeman_1996,462640,6414156,<undefined>,<undefined>,lamprophyre,igneous,plutonic,0,54.6,12.31,8.23,<undefined>,0.09,4.59,5.1,1.72,4.48,0.79,0.61,0.09,7.13,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.65170256,16.62097993,14.63060888,32.25043138,0,0,0,0,6.404283113,16.03472118,0,0,0,0,0,0,0,0.985021464,0.858726654,0,1.377307142,0,0,0,0,0,0,0,0,0.18579807,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-8.339429025598,-1.92317240958853,2.61771012602338,-2.64399792164036,-1.57002229403957,-0.613762937470202,3.5793697806694,basaltic trachyandesite
HF-058,freeman_1995,454702,6414564,<undefined>,<undefined>,lamprophyre,igneous,plutonic,0,52.73,12.77,9.68,<undefined>,0.08,4.99,5,1.69,5.72,1.76,0.94,0.04,4.13,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.154008289,16.38486581,11.63665977,40.37881194,0,0,0,0,6.12321779,17.01745682,0,0,0,0,0,0,0,2.15194548,0.990445217,0,2.081271858,0,0,0,0,0,0,0,0,0.080976439,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,-10.4668722378874,-2.78962760689611,3.19389326178302,-2.13822676259509,-0.872979829392683,-1.19144260417717,4.908379676584,basaltic trachyandesite
KK-mn067,Kromkhun(2010),?,?,mount_painter,mount_painter,<undefined>,igneous,plutonic,0,75,11.73,2.49,NaN,0,0.38,0.62,1.67,6.14,0.28,0.05,0.02,1.02,,,,NaN,NaN,,380,241,66,4,6,18,132,37,112,2,17,310,7,24,83,15,14,104,19,242,39.66002366,14.53056087,2.716139875,38.69323392,0,0,0,0.90391403,0,2.807368625,0,0,0,0,0,0,0,0.304330988,0.226476944,0,0.09841029,0.028989629,0,0.000459813,0,0,0,0,0,0.035991357,0,0,100.02,0,0,0,0,0,0,0,0,0,0,0,0,12.508200811047,3.78746607759927,2.60917001866866,-1.76236302783205,-1.36410863383931,-1.76433758552484,4.47807039114027,rhyolite
CC-304,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,47.98,17.65,NaN,<undefined>,0.12,12.54,14.37,1.56,0.04,0.2,0.02,NaN,2.81,,,,1.51,3.92,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.05497113,44.43087667,0.275922049,0,0,0,0,21.89437586,0.430909349,0,17.04325741,0,0,0,0,0,0.238955758,0.58654264,0,0.043271292,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
HF-036,freeman_1995,457758,6420452,<undefined>,<undefined>,lamprophyre,igneous,plutonic,0,49.98,11.32,12.28,<undefined>,0.07,7.86,4.56,1.53,4.1,1.99,1.05,0.24,4.08,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.951105679,13.82549952,14.70510302,30.14188901,0,0,0,0,2.354711074,29.25176089,0,0,0,0,0,0,0,2.533965949,1.308526645,0,2.421136969,0,0,0,0,0,0,0,0,0.505986611,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-14.9193693387104,-1.27527409132895,4.74320982893103,-1.31584708267391,-0.576828685252285,-0.841387864623243,3.50842645843493,trachybasalt
CC-319,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,45.3,27.28,NaN,<undefined>,0.05,8.59,14.95,1.51,0.13,0.06,0.01,NaN,3.86,,,,0.62,1.73,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8.100853736,69.33894397,0.853705094,3.200329904,0,0,0,4.715592543,0,0,13.45921988,0,0,0,0,0,0.068245946,0.242015547,0,0.02059719,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-002,Christodoulou(1990),,,macqarie_island,upper_level_gabbro,gabbro,igneous,plutonic,0,48.11,23.12,NaN,<undefined>,0.05,7.38,16.22,1.5,0.08,0.14,0.01,NaN,1.39,,,,0.8,2.33,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.05990513,59.00753333,0.535979649,0,0,0,0,17.14345253,1.400029573,0,7.340014554,0,0,0,0,0,0.16246037,0.329140691,0,0.021013663,0,0,0,0,0,0,0,0,0,0,0,99.98,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-301,Christodoulou(1990),,,macqarie_island,<undefined>,<undefined>,igneous,plutonic,0,48.01,19.77,NaN,<undefined>,0.11,10.64,15.61,1.49,0.06,0.18,0.01,NaN,2.56,,,,0.81,3.25,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13.43237448,50.31332981,0.408551682,0.422393984,0,0,0,21.72646812,0,0,13.02592173,0,0,0,0,0,0.212289906,0.436413165,0,0.021356949,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-335,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,48.94,18.46,NaN,<undefined>,0.09,10.22,16.79,1.46,0.04,0.21,0.01,NaN,1.8,,,,1.17,2.4,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13.62318956,46.96386934,0.273904098,0.201662724,3.6e-15,0,0,28.49280883,0,0,9.792469351,0,0,0,0,0,0.249068567,0.380848613,0,0.021477414,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-353,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,48.51,20.76,NaN,<undefined>,0.09,9.44,16.16,1.44,0.03,0.15,0.01,NaN,1.05,,,,1.56,2,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13.62019559,53.15347779,0.202820339,0,0,0,0,21.36447538,1.463895801,0,9.626841912,0,0,0,0,0,0.175647753,0.370670008,0,0.021204777,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-310,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,47.57,19.66,NaN,<undefined>,0.11,11.87,15.11,1.42,0.07,0.13,0.02,NaN,3.13,,,,1.08,2.53,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12.7651047,50.45792588,0.478170565,0.446656967,1.79e-15,0,0,19.95594034,0,0,15.31332272,0,0,0,0,0,0.153811653,0.385319202,0,0.042850732,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-359,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,47.24,22.4,NaN,<undefined>,0.08,9.64,14.72,1.4,0.03,0.12,0.01,NaN,1.55,,,,1.26,2.92,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13.22093536,58.00049593,0.20249964,0,0,0,0,12.95538021,2.682137087,0,12.33558745,0,0,0,0,0,0.140296015,0.440764151,0,0.021171248,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-347,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,48.19,18,NaN,<undefined>,0.1,12.03,15.8,1.39,0.03,0.17,0.01,NaN,2.17,,,,1.32,3.04,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12.37637185,46.13172025,0.206086671,0.544795858,0,0,0,25.6987821,0,0,14.34984862,0,0,0,0,0,0.202273346,0.467824577,0,0.02154627,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
HF-059,freeman_1995,45840,6414196,<undefined>,<undefined>,lamprophyre,igneous,plutonic,0,51.74,12.46,10.95,<undefined>,0.11,4.3,6.04,1.33,4.26,1.88,0.99,0.04,5.79,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.010195199,13.19216765,17.75574938,30.92267944,0,0,0,0,6.119566808,17.14616489,0,0,0,0,0,0,0,2.363667899,1.152070967,0,2.253959791,0,0,0,0,0,0,0,0,0.083266188,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,-11.450488279723,-3.68906744585297,4.42905495742978,-2.05910744826327,-1.07264198460822,-1.23989490098828,3.46262361944433,basaltic trachyandesite
CC-358,Christodoulou(1990),,,<undefined>,<undefined>,<undefined>,igneous,plutonic,0,44.49,21.83,1.02,<undefined>,0.1,14.46,11.93,1.23,0.03,0.09,0.02,NaN,3.43,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12.04998761,59.29920344,0.210074333,0,0,0,0,3.743248202,3.679247067,0,20.76066577,0,0,0,0,0,0.109157941,0.103526017,0,0.043926357,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-18.843101065048,-1.97894254018982,-12.4820184458337,0.105062484425666,-1.44262524254083,-1.76262804701412,-0.364055921888462,picrobasalt
CC-532,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,48.56,17.86,NaN,<undefined>,0.1,11.85,15.24,1.23,0.06,0.2,0.02,NaN,1.89,,,,1.42,3.78,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11.84135103,46.47753069,0.412873818,0,0,0,0,23.52490932,4.853308636,0,12.04712288,0,0,0,0,0,0.238373063,0.560617767,0,0.043165775,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-322,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,43.96,24.6,NaN,<undefined>,0.06,13.27,12.88,1.2,0.49,0.06,0.01,NaN,5.9,,,,1.91,1.79,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.548362186,63.2184527,3.273651717,4.251357139,0,0,0,2.489337432,0,0,22.75035018,0,0,0,0,0,0.06943025,0.377589997,0,0.020954623,0,0,0,0,0,0,0,0,0,0,0,100,0,0,52.526,0,0,0,0,0,1.334,46.14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,picrobasalt
CC-342,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,48.16,18.99,NaN,<undefined>,0.1,11.76,15.49,1.17,0.03,0.15,0.01,NaN,1.71,,,,1.01,3.34,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11.19885441,49.90504217,0.205248002,0,0,0,0,21.83264567,3.554588896,0,12.63538818,0,0,0,0,0,0.177750173,0.46824141,0,0.021458588,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,28.68,0,0,0,63.809,0,7.511,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-374,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,48.57,17.35,NaN,<undefined>,0.11,12.4,15.51,1.16,0.06,0.18,0,NaN,1.74,,,,4.85,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11.2243719,45.54491971,0.414978724,0,0,0,0,25.47812026,4.470209939,0,12.16476904,0,0,0,0,0,0.215629499,0.486198834,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,15.199,0,0,0,60.292,0,7.666,16.43,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-337,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,46.82,20.17,NaN,<undefined>,0.1,12.73,13.91,1.16,0.23,0.14,0.02,NaN,2.75,,,,1.81,3.1,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11.05887917,52.56590706,1.567295613,0,0,0,0,14.15770486,1.468901113,0,18.45346449,0,0,0,0,0,0.165238866,0.519046328,0,0.042746103,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-540,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,47.39,14.36,NaN,<undefined>,0.18,15.87,13.62,1.12,0.08,0.25,0.02,NaN,3.51,,,,1.71,5.1,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11.08679162,37.66707393,0.566046751,0,0,0,0,24.9923989,3.140649591,0,21.43850288,0,0,0,0,0,0.306382117,0.756639114,0,0.044384953,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
DH-KG,henstridge_1970,,,kongal_rocks,<undefined>,granite,igneous,plutonic,0,75.45,12.01,1.48,<undefined>,0.08,0.52,0.01,1.12,7.28,0.21,0,NaN,0.93,,,,NaN,NaN,,913,NaN,NaN,NaN,NaN,NaN,17.3,NaN,NaN,NaN,NaN,204,NaN,27,17.3,NaN,NaN,NaN,NaN,NaN,40.06252071,9.797881749,0.057101072,45.89376364,0,0,0,1.495458719,0,2.335842935,0,0,0,0,0,0,0,0.227343733,0.134079355,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,41.533,0,53.558,0,4.909,0,0,0,0,0,0,0,13.1316516883777,4.11381842676649,1.75663516830601,-2.07585952760301,-1.71907365264281,-2.39685607174521,5.51789134751326,rhyolite
CC-539,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,48.88,18.1,NaN,<undefined>,0.1,11.75,16.25,1.1,0.03,0.16,0.01,NaN,1.66,,,,1.17,2.76,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10.55240994,47.741442,0.205707519,0,0,0,0,26.11726564,4.479693829,0,10.27007444,0,0,0,0,0,0.190024668,0.421129394,0,0.02150663,0,0,0,0,0,0,0,0,0,0,0,100.02,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-312,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,45.49,25.89,NaN,<undefined>,0.07,9.39,14.18,1.1,0.24,0.09,0.01,NaN,3.53,,,,0.97,2.16,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10.24024359,67.88002999,1.596971439,0,0,0,0,3.701382691,1.066886253,0,15.06411404,0,0,0,0,0,0.103726448,0.325070165,0,0.020870332,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-332,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,45.85,25.27,NaN,<undefined>,0.06,9.17,14.59,1.03,0.38,0.08,0.03,NaN,2.88,,,,0.56,2.58,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9.603820702,66.11441304,2.532550833,0,0,0,0,6.299774674,0.932610657,0,14.03011527,0,0,0,0,0,0.092347608,0.331069266,0,0.062710358,0,0,0,0,0,0,0,0,0,0,0,100,0,0,39.997,0,0,0,54.183,0,2.871,2.949,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-318,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,43.54,20.39,NaN,<undefined>,0.09,19.74,9.46,1.01,0.17,0.05,0.01,NaN,6.17,,,,1.81,3.65,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9.762314283,50.81842302,1.174491132,0,0,0,1.029131524,0,0.718353163,0,35.82763705,0,0,0,0,0,0.059831779,0.587447988,0,0.02166927,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,picrite
CC-339,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,45.3,19.94,NaN,<undefined>,0.1,14.92,12.55,0.99,0.1,0.08,0.01,NaN,4.11,,,,2,3.69,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9.545879254,53.72765884,0.689208656,0,0,0,0,9.092493071,1.985229412,0,24.23214862,0,0,0,0,0,0.095499654,0.609450279,0,0.021616938,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,27.534,0,0,0,54.318,0,3.563,14.584,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-530,Christodoulou(1990),,,<undefined>,<undefined>,<undefined>,igneous,plutonic,0,45.89,22.04,1.85,<undefined>,0.07,12.63,13.08,0.96,0.19,0.1,0.01,NaN,3.51,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9.295753783,60.03688352,1.315029216,0,0,0,0,6.942112116,8.257670965,0,13.8247303,0,0,0,0,0,0.119878939,0.185588526,0,0.021708272,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-17.073502973682,-3.0162210843651,-11.2071681167514,0.492533659892226,-1.70648319544215,-2.04467239611076,-0.271705993453038,subalkalic basalt
CC-323,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,43.65,20.64,NaN,<undefined>,0.07,18.63,10.67,0.93,0.08,0.03,0.01,NaN,6.03,,,,2.54,2.37,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8.198209773,55.96815261,0.549589053,0.410419517,0,0,0,0.694498634,0,0,33.60612338,0,0,0,0,0,0.035696894,0.515183185,0,0.021547234,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,56.114,0,0,0,0,0,0.896,42.99,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,picrite
CC-326,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,46,25.74,NaN,<undefined>,0.06,9.36,14.57,0.93,0.4,0.08,0.01,NaN,5.03,,,,0.32,2.82,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8.607772614,67.36557464,2.646278505,0,0,0,0,5.110551451,1.87357842,0,13.95203918,0,0,0,0,0,0.091669874,0.3312019,0,0.020750043,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
PL-K33,leah_1985,,,ethiudna,olarian_granitoids,monzogabbro,igneous,plutonic,0,73.7,14.12,2.5,<undefined>,0.02,0.6,0.74,0.92,5.69,0.18,0.31,NaN,1.15,,,,NaN,NaN,,582,57,38,NaN,2.4,26,13.2,16,13.2,9.4,NaN,270,5.5,77,NaN,NaN,28.2,33,8.6,107,45.12004413,8.195739448,1.669447316,36.4715681,0,0,0,4.012666824,0,3.473159931,0,0,0,0,0,0,0,0.198444758,0.230644786,0,0.618886747,0.013001398,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,11.4032640230457,2.35816510593022,1.1012795254938,-0.495034567699782,-1.81744745249296,-2.61010556062494,4.07667444019449,rhyolite
CC-235,Christodoulou(1990),,,macqarie_island,upper_level_gabbro,gabbro,igneous,plutonic,0,45.92,12.61,NaN,<undefined>,0.15,21,10.64,0.88,0.06,0.22,0.02,NaN,3.42,,,,2.92,5.6,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8.833120232,34.09754014,0.430482477,0,0,0,0,16.91065142,5.858936103,0,32.59918643,0,0,0,0,0,0.273393382,0.950855408,0,0.045006752,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,komatiite
CC-334,Christodoulou(1990),,,macqarie_island,layered_sequence,gabbro,igneous,plutonic,0,46.48,14.44,NaN,<undefined>,0.13,18.62,12.88,0.78,0.14,0.17,0.01,NaN,4.36,,,,2.4,3.88,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7.714466541,39.3733786,0.989716875,0,0,0,0,21.09159481,3.077869371,0,26.83410305,0,0,0,0,0,0.208157925,0.687752899,0,0.022173099,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,8.388,0,0,0,61.096,0,6.628,23.888,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,komatiite
